filename,expected,predicted,correct,cer,wer,time_ms
AC704KF_1.jpg,AC704KF,AECDOTFRACEHHKC,0,1.7143,1.0,49.9
AC816MY.jpg,AC816MY,AC816MY,1,0.0,0.0,39.0
AD566BE.jpg,AD566BE,AD566BE,1,0.0,0.0,39.3
AD605GE.jpg,AD605GE,AD605GE,1,0.0,0.0,39.2
AD704GR.jpg,AD704GR,AD704GR,1,0.0,0.0,39.2
AE226AS.jpg,AE226AS,AE226AS,1,0.0,0.0,39.5
AE638YX.jpg,AE638YX,A638YX,0,0.1429,1.0,41.5
AE692CG.jpg,AE692CG,AE692CGCE,0,0.2857,1.0,46.2
AF448HZ.jpg,AF448HZ,TEXTAFCDOT448CDOTTEXTHZ,0,2.2857,1.0,60.3
AF919WS.jpg,AF919WS,AF919WS,1,0.0,0.0,41.4
AF970GA.jpg,AF970GA,AF970G3,0,0.1429,1.0,40.7
AG343RH.jpg,AG343RH,AG343RH,1,0.0,0.0,39.5
AG431QB.jpg,AG431QB,AG431008,0,0.4286,1.0,36.6
AG644BR.jpg,AG644BR,146644DIV88DIV77LEFT2RIGHT,0,3.1429,1.0,79.7
AG699FS.jpg,AG699FS,AG699FS,1,0.0,0.0,39.0
AG797WZ.jpg,AG797WZ,AG797WZ,1,0.0,0.0,40.1
AG797WZ_1.jpg,AG797WZ,AG797WZ,1,0.0,0.0,40.7
AH238YA.jpg,AH238YA,ANGLEAHCDOT238CDOTANGLEA,0,2.5714,1.0,56.8
AH246RJ.jpg,AH246RJ,AH246RJ,1,0.0,0.0,39.1
AH365BZ.jpg,AH365BZ,AH365BZ,1,0.0,0.0,38.7
AH745TV.jpg,AH745TV,AH745TV,1,0.0,0.0,37.5
AH779GF.jpg,AH779GF,AH779GF,1,0.0,0.0,38.9
AH870KN.jpg,AH870KN,AH870KN,1,0.0,0.0,41.7
AH973FS.jpg,AH973FS,A4973FS,0,0.1429,1.0,39.1
AH973FS_1.jpg,AH973FS,AH973FS,1,0.0,0.0,38.9
AH973FS_2.jpg,AH973FS,AH973FS,1,0.0,0.0,39.1
AJ827LJ.jpg,AJ827LJ,AJ827LJ,1,0.0,0.0,43.2
AK242EY.jpg,AK242EY,242,0,0.5714,1.0,44.8
AK647ZB.jpg,AK647ZB,AK6J7ZB,0,0.1429,1.0,41.6
AK647ZB_1.jpg,AK647ZB,AK647ZB,1,0.0,0.0,39.3
AK696MF.jpg,AK696MF,AK696MF,1,0.0,0.0,39.0
AK696MF_1.jpg,AK696MF,FAK696MF,0,0.1429,1.0,39.0
AK745MH.jpg,AK745MH,AK745MH,1,0.0,0.0,39.0
AK832DQ.jpg,AK832DQ,AK832DQ,1,0.0,0.0,39.0
AL204QG.jpg,AL204QG,AL204OC,0,0.2857,1.0,38.0
AL204QG_1.jpg,AL204QG,AL204QG,1,0.0,0.0,38.7
AL672PE.jpg,AL672PE,AL672PE,1,0.0,0.0,39.3
AL681WF.jpg,AL681WF,AL681WF,1,0.0,0.0,38.7
AL728VS.jpg,AL728VS,ALX728VSX,0,0.2857,1.0,40.2
AL735LR.jpg,AL735LR,A735LR,0,0.1429,1.0,41.5
AL876VF.jpg,AL876VF,AL876VF,1,0.0,0.0,39.0
AM908JL.jpg,AM908JL,AM908JL,1,0.0,0.0,38.9
AN012KT.jpg,AN012KT,AN012KT,1,0.0,0.0,39.5
AN012KT_1.jpg,AN012KT,AN012KT,1,0.0,0.0,39.0
AN071MW.jpg,AN071MW,AN071HW,0,0.1429,1.0,38.9
AN117DT.jpg,AN117DT,THESYMBOLAN11170T,0,1.5714,1.0,44.9
AN388BJ.jpg,AN388BJ,AN388BJ,1,0.0,0.0,38.7
AN389QD.jpg,AN389QD,AN38900,0,0.2857,1.0,39.2
AN719GJ.jpg,AN719GJ,AN719GJ,1,0.0,0.0,39.9
AN858ZV.jpg,AN858ZV,AN858Z,0,0.1429,1.0,39.4
AN876TR.jpg,AN876TR,AN876CDOTM,0,0.5714,1.0,52.0
AO605GE.jpg,AO605GE,AD605GE,0,0.1429,1.0,39.5
AO704GR.jpg,AO704GR,AD704GR54,0,0.4286,1.0,43.9
AO704GR_1.jpg,AO704GR,AD704GR,0,0.1429,1.0,39.2
AO704GR_2.jpg,AO704GR,AD704GR,0,0.1429,1.0,38.9
AP077Y.jpg,AP077Y,AP077Y,1,0.0,0.0,37.6
AP267HE.jpg,AP267HE,AP267HE,1,0.0,0.0,39.1
AP344LN.jpg,AP344LN,AP344LN,1,0.0,0.0,39.4
AP344LN_1.jpg,AP344LN,AP344LN69,0,0.2857,1.0,41.4
AP590NY.jpg,AP590NY,AP590NY,1,0.0,0.0,39.1
AP889ZM.jpg,AP889ZM,AP889M,0,0.1429,1.0,37.8
AQ370XH.jpg,AQ370XH,A0370XH4,0,0.2857,1.0,43.3
AQ962ZJ.jpg,AQ962ZJ,A096231,0,0.4286,1.0,40.5
AR152MQ.jpg,AR152MQ,AR152HDL,0,0.4286,1.0,41.7
AR339VZ.jpg,AR339VZ,AR339VZ,1,0.0,0.0,38.9
AR347VY.jpg,AR347VY,AR347VY,1,0.0,0.0,39.0
AR347VY_1.jpg,AR347VY,AR347VY59,0,0.2857,1.0,43.1
AR46ELI.jpg,AR46ELI,AR46ELL,0,0.1429,1.0,39.3
AR46ELI_1.jpg,AR46ELI,AR46ELI,1,0.0,0.0,40.9
AR645KN.jpg,AR645KN,AR645KN,1,0.0,0.0,39.6
AR645KN_1.jpg,AR645KN,AR645KN,1,0.0,0.0,39.3
AR955ER.jpg,AR955ER,AR955ER,1,0.0,0.0,41.7
AR963JF.jpg,AR963JF,AR963JF,1,0.0,0.0,39.0
AS007BA.jpg,AS007BA,AS007BA,1,0.0,0.0,39.2
AS093HN.jpg,AS093HN,AS093HN,1,0.0,0.0,38.1
AS262SM.jpg,AS262SM,0000000000AS26252,0,1.7143,1.0,43.8
AS461VC.jpg,AS461VC,8S46YVC,0,0.2857,1.0,41.7
AS514FA.jpg,AS514FA,AS512FA,0,0.1429,1.0,39.1
AS842.jpg,AS842,4842,0,0.4,1.0,47.4
AS842NH.jpg,AS842NH,AS842NH,1,0.0,0.0,39.4
AS846LR.jpg,AS846LR,AS846LR1,0,0.1429,1.0,40.3
AT407LA.jpg,AT407LA,AT24074A,0,0.2857,1.0,45.4
AT523VA.jpg,AT523VA,AT523VA,1,0.0,0.0,39.6
AT523VA_1.jpg,AT523VA,AT523VA,1,0.0,0.0,39.3
AV353AK.jpg,AV353AK,DN35366,0,0.5714,1.0,39.0
AV353AK_1.jpg,AV353AK,399353487,0,0.8571,1.0,39.3
AV486HL.jpg,AV486HL,AV486HL,1,0.0,0.0,39.1
AV486HL_1.jpg,AV486HL,AV486HL,1,0.0,0.0,37.9
AV642VH.jpg,AV642VH,AV642VH,1,0.0,0.0,40.5
AV642VH_1.jpg,AV642VH,AV642VH69,0,0.2857,1.0,40.3
AW317AB.jpg,AW317AB,317,0,0.5714,1.0,41.2
AW401RM.jpg,AW401RM,AH40H8,0,0.5714,1.0,39.2
AW817MW.jpg,AW817MW,AW817MW,1,0.0,0.0,38.8
AX242KH.jpg,AX242KH,BOXEDFTIMES2424TIMES4,0,2.4286,1.0,58.6
AX242KH_1.jpg,AX242KH,61TIMES2424MATHRMKWH,0,2.1429,1.0,60.0
AX353NV.jpg,AX353NV,BEGINALIGNMATHSFAXCDOT353CDOTNVENDALIGN,0,4.5714,1.0,55.1
AX570EK.jpg,AX570EK,4TIMES570DIV8TIMES9,0,2.1429,1.0,57.4
AX570EK_1.jpg,AX570EK,AK570EK59,0,0.4286,1.0,41.4
AX669ZL.jpg,AX669ZL,AX669ZL,1,0.0,0.0,40.0
AX669ZL_1.jpg,AX669ZL,AX669ZL,1,0.0,0.0,40.4
AX808WB.jpg,AX808WB,AX808WB,1,0.0,0.0,38.7
AX847BZ.jpg,AX847BZ,AX847BZ,1,0.0,0.0,44.7
AY024XW.jpg,AY024XW,FAY024XH,0,0.2857,1.0,40.3
AY024XW_1.jpg,AY024XW,FAYD024XH,0,0.4286,1.0,14.4
AY367YR.jpg,AY367YR,AY367YRA,0,0.1429,1.0,38.8
AY529TB.jpg,AY529TB,TEXTAY529IB,0,0.7143,1.0,48.5
AY635VO.jpg,AY635VO,A4635,0,0.4286,1.0,38.1
AY701HN.jpg,AY701HN,AY701HN,1,0.0,0.0,39.0
AZ673EW.jpg,AZ673EW,A72673E4,0,0.4286,1.0,40.6
B254PS.jpg,B254PS,254PS,0,0.1667,1.0,36.5
B72AYL69.jpg,B72AYL69,6172AYL69,0,0.25,1.0,39.1
BA055XP.jpg,BA055XP,BA055XP,1,0.0,0.0,39.3
BA078LN.jpg,BA078LN,BA078LN,1,0.0,0.0,39.1
BA078LN_1.jpg,BA078LN,BA078LN69,0,0.2857,1.0,42.0
BA129TP.jpg,BA129TP,8A12P,0,0.4286,1.0,39.1
BA593NQ.jpg,BA593NQ,BA593NQ,1,0.0,0.0,40.5
BB002EK.jpg,BB002EK,BBB002EK,0,0.1429,1.0,38.9
BB101CK.jpg,BB101CK,BBB101CK,0,0.1429,1.0,41.5
BB388YT.jpg,BB388YT,08388YT,0,0.2857,1.0,39.6
BB388YT_1.jpg,BB388YT,B388YT,0,0.1429,1.0,14.5
BB437WW.jpg,BB437WW,437144BBCDOT437144,0,1.8571,1.0,74.9
BC098QZ.jpg,BC098QZ,BC0980Z68,0,0.4286,1.0,42.7
BC241GH.jpg,BC241GH,BC241GH,1,0.0,0.0,39.2
BC241GH_1.jpg,BC241GH,BC241GH,1,0.0,0.0,41.4
BC315JW.jpg,BC315JW,BC315JH,0,0.1429,1.0,40.1
BC315JW_1.jpg,BC315JW,R315JW,0,0.2857,1.0,39.2
BC401HC.jpg,BC401HC,RR4101HCETA19,0,1.1429,1.0,50.0
BC401HC_1.jpg,BC401HC,BC401HC561,0,0.4286,1.0,41.7
BC552QL.jpg,BC552QL,BC5520L,0,0.1429,1.0,40.4
BC741KR.jpg,BC741KR,BCCDOT71CDOTKR,0,1.2857,1.0,45.4
BC891FE.jpg,BC891FE,BC891FB,0,0.1429,1.0,38.9
BD050GR.jpg,BD050GR,BD050GR,1,0.0,0.0,39.0
BD050GR_1.jpg,BD050GR,BD050GR,1,0.0,0.0,39.0
BD050GR_2.jpg,BD050GR,BD050GR,1,0.0,0.0,38.7
BD163EN.jpg,BD163EN,BD163EN,1,0.0,0.0,38.9
BD368NV.jpg,BD368NV,0D368HV,0,0.2857,1.0,40.0
BD554AK.jpg,BD554AK,80554AK,0,0.2857,1.0,42.6
BD554AK_1.jpg,BD554AK,05F4AA,0,0.5714,1.0,42.4
BD762AN.jpg,BD762AN,BD762AN,1,0.0,0.0,39.1
BE407V.jpg,BE407V,BRACE407,0,0.6667,1.0,41.2
BE513SB.jpg,BE513SB,BE513SBE,0,0.1429,1.0,40.1
BE758BK_1.jpg,BE758BK,8F7588K,0,0.4286,1.0,41.2
BE764NA.jpg,BE764NA,BE764NA,1,0.0,0.0,39.2
BE764NA_1.jpg,BE764NA,BE764NA,1,0.0,0.0,39.2
BE907DD.jpg,BE907DD,9E90700,0,0.4286,1.0,40.4
BF262MJ.jpg,BF262MJ,BF262MJ,1,0.0,0.0,41.2
BF325PG.jpg,BF325PG,BF325PG,1,0.0,0.0,40.3
BF325PG_1.jpg,BF325PG,BF325PG,1,0.0,0.0,39.1
BF571WJ.jpg,BF571WJ,8F571WJWJ59,0,0.7143,1.0,60.1
BF571WJ_1.jpg,BF571WJ,8F571WJ,0,0.1429,1.0,54.3
BF805EV.jpg,BF805EV,BF805EV,1,0.0,0.0,52.8
BG115ZR.jpg,BG115ZR,SMILESBC1I1S2R2SMILES,0,2.4286,1.0,67.7
BG614LS.jpg,BG614LS,AG614LS,0,0.1429,1.0,52.1
BG813GP.jpg,BG813GP,BG813GP,1,0.0,0.0,50.8
BH003RH.jpg,BH003RH,BH003RH,1,0.0,0.0,52.8
BH096HR.jpg,BH096HR,BH09BHR,0,0.1429,1.0,53.0
BH248TY.jpg,BH248TY,BH248TY1,0,0.1429,1.0,57.5
BH274.jpg,BH274,,0,1.0,1.0,49.5
BH274_1.jpg,BH274,OUNCEPODS2AA112J,0,3.0,1.0,17.7
BH583XH.jpg,BH583XH,8H,0,0.7143,1.0,52.1
BH820YE.jpg,BH820YE,BH820YE,1,0.0,0.0,52.5
BH820YE_1.jpg,BH820YE,BH820YE,1,0.0,0.0,52.2
BH861GA.jpg,BH861GA,BH861GA,1,0.0,0.0,52.4
BH976LM.jpg,BH976LM,BH976LM196,0,0.4286,1.0,57.3
BJ096TT.jpg,BJ096TT,BJ096TT,1,0.0,0.0,51.6
BJ096TT_1.jpg,BJ096TT,BJ096TT,1,0.0,0.0,51.8
BJ184AQ.jpg,BJ184AQ,B89184A0,0,0.4286,1.0,53.1
BJ205OH.jpg,BJ205OH,BJ205OH,1,0.0,0.0,52.2
BJ228EE.jpg,BJ228EE,8J228FE,0,0.2857,1.0,52.6
BJ378TG.jpg,BJ378TG,BJ378TG,1,0.0,0.0,53.8
BJ421QQ.jpg,BJ421QQ,BJ42100,0,0.2857,1.0,53.7
BJ757MB.jpg,BJ757MB,8J757MB,0,0.1429,1.0,53.4
BJ757MB_1.jpg,BJ757MB,BJ757MB,1,0.0,0.0,52.7
BJ775JN.jpg,BJ775JN,B1775JNEL,0,0.4286,1.0,57.8
BJ775JN_1.jpg,BJ775JN,BJ715IN,0,0.2857,1.0,55.6
BJ877QP.jpg,BJ877QP,BJ877QP,1,0.0,0.0,52.3
BK079XV.jpg,BK079XV,BK079KV,0,0.1429,1.0,52.8
BK079XV_1.jpg,BK079XV,BK079W,0,0.2857,1.0,51.7
BK530PK.jpg,BK530PK,BK580PK,0,0.1429,1.0,62.9
BK590HN.jpg,BK590HN,BK590HN,1,0.0,0.0,51.8
BK590HN_1.jpg,BK590HN,BK590HN7,0,0.1429,1.0,53.2
BK971VA.jpg,BK971VA,971,0,0.5714,1.0,53.8
BL266LQ.jpg,BL266LQ,BL266LQ,1,0.0,0.0,52.1
BL442QC.jpg,BL442QC,BL4420C,0,0.1429,1.0,54.4
BL483CZ.jpg,BL483CZ,662TIMES683CZCDOT,0,1.8571,1.0,78.3
BL483CZ_1.jpg,BL483CZ,B1183CZ,0,0.2857,1.0,53.3
BL503FA.jpg,BL503FA,BLROFSFA,0,0.5714,1.0,52.8
BL616VX.jpg,BL616VX,BL6116VX,0,0.1429,1.0,53.1
BL862GW.jpg,BL862GW,BL862GW69,0,0.2857,1.0,53.9
BM001MP.jpg,BM001MP,BM001MP,1,0.0,0.0,50.3
BM117MW.jpg,BM117MW,BH117MM,0,0.2857,1.0,52.9
BM128HG.jpg,BM128HG,8HT28HG,0,0.4286,1.0,54.5
BM289VD.jpg,BM289VD,0BM289VD,0,0.1429,1.0,55.1
BM385LQ.jpg,BM385LQ,BM385LQ,1,0.0,0.0,52.3
BM38YK.jpg,BM38YK,8H3875R,0,0.8333,1.0,59.3
BM688MT.jpg,BM688MT,BM688MT,1,0.0,0.0,53.2
BM688MT_1.jpg,BM688MT,BM688MT,1,0.0,0.0,51.7
BM899BH.jpg,BM899BH,BM899BH,1,0.0,0.0,51.7
BN062NF.jpg,BN062NF,BIN062NF,0,0.1429,1.0,54.9
BN062NF_1.jpg,BN062NF,BN062NF,1,0.0,0.0,53.3
BN275MQ.jpg,BN275MQ,BN275400,0,0.4286,1.0,55.3
BN389OP.jpg,BN389OP,BN389OP,1,0.0,0.0,53.1
BN389OP_1.jpg,BN389OP,BN3890P,0,0.1429,1.0,54.7
BN415PN.jpg,BN415PN,BNCDOT415CDOTPN,0,1.1429,1.0,62.8
BN439WP.jpg,BN439WP,TEXTBNCDOT4CDOT39CDOTSQRTP,0,2.8571,1.0,73.3
BN461MP.jpg,BN461MP,BH461HP,0,0.2857,1.0,52.5
BN462AZ.jpg,BN462AZ,BN462AZ,1,0.0,0.0,53.5
BN466LW.jpg,BN466LW,0466,0,0.5714,1.0,55.9
BN897MA.jpg,BN897MA,8N897MA,0,0.1429,1.0,54.1
BN897MA_1.jpg,BN897MA,NB897MA,0,0.2857,1.0,52.2
BO272DE.jpg,BO272DE,E0272DE,0,0.2857,1.0,53.8
BO554AK.jpg,BO554AK,805544KS,0,0.5714,1.0,55.1
BO822RF.jpg,BO822RF,B0B22RF,0,0.2857,1.0,56.7
BP358RG.jpg,BP358RG,8P358RG,0,0.1429,1.0,53.2
BP448BL.jpg,BP448BL,BP448BL,1,0.0,0.0,53.4
BP816CS.jpg,BP816CS,BP816CS,1,0.0,0.0,52.2
BP816CS_1.jpg,BP816CS,BP816CS,1,0.0,0.0,52.1
BQ060KP.jpg,BQ060KP,BQ060KP,1,0.0,0.0,53.1
BQ822RF.jpg,BQ822RF,00822RF,0,0.2857,1.0,14.2
BQ887GC.jpg,BQ887GC,80887GC,0,0.2857,1.0,51.3
BQ887GC_1.jpg,BQ887GC,BOCDOT8887CDOTGC,0,1.4286,1.0,59.1
BQ948SB.jpg,BQ948SB,80948SB,0,0.2857,1.0,50.8
BR234JA.jpg,BR234JA,AR231A,0,0.4286,1.0,52.1
BR265GL.jpg,BR265GL,B8J265GL,0,0.2857,1.0,54.2
BR434VB.jpg,BR434VB,BR434VB,1,0.0,0.0,60.9
BR470PL.jpg,BR470PL,BR470PL1,0,0.1429,1.0,54.5
BR501KM.jpg,BR501KM,8B501K,0,0.4286,1.0,53.3
BR555HN.jpg,BR555HN,BR555HN,1,0.0,0.0,51.7
BR604JC.jpg,BR604JC,BATG4JCE,0,0.5714,1.0,53.1
BR842VG.jpg,BR842VG,HB842VG,0,0.2857,1.0,51.6
BR952VA.jpg,BR952VA,BR952VA,1,0.0,0.0,52.5
BS331XZ.jpg,BS331XZ,85337DIV82,0,1.1429,1.0,69.9
BS489SE.jpg,BS489SE,BS489SE,1,0.0,0.0,53.0
BS901LT.jpg,BS901LT,BS901LT,1,0.0,0.0,52.4
BT032MH.jpg,BT032MH,B1032WH,0,0.2857,1.0,53.9
BT094VF.jpg,BT094VF,BT094VF42,0,0.2857,1.0,54.8
BT094VF_1.jpg,BT094VF,BT094VF,1,0.0,0.0,52.3
BT119BR.jpg,BT119BR,BT119BR,1,0.0,0.0,52.4
BT119BR_1.jpg,BT119BR,8T119BR,0,0.1429,1.0,56.2
BT155VK.jpg,BT155VK,BT155VK,1,0.0,0.0,53.3
BT185YJ.jpg,BT185YJ,BT185YJ195,0,0.4286,1.0,53.3
BT225ST.jpg,BT225ST,BT225ST,1,0.0,0.0,52.8
BT446EE.jpg,BT446EE,BT446EE,1,0.0,0.0,52.3
BT797CT.jpg,BT797CT,BT797CT,1,0.0,0.0,51.7
BT904CF.jpg,BT904CF,B790605,0,0.5714,1.0,54.1
BV144LB.jpg,BV144LB,BV144LB,1,0.0,0.0,54.6
BV144LB_1.jpg,BV144LB,BV144LB,1,0.0,0.0,54.5
BV292CQ.jpg,BV292CQ,BV292C0,0,0.1429,1.0,51.9
BV459HL.jpg,BV459HL,BV459HL,1,0.0,0.0,51.9
BV499AJ.jpg,BV499AJ,DV499AJ,0,0.1429,1.0,51.9
BV764VQ.jpg,BV764VQ,BV764VQ,1,0.0,0.0,52.5
BV764VQ_1.jpg,BV764VQ,BV764VQ69,0,0.2857,1.0,54.9
BV951WC.jpg,BV951WC,8V951LC,0,0.2857,1.0,53.7
BV951WC_1.jpg,BV951WC,BV951VC,0,0.1429,1.0,52.2
BW525SC.jpg,BW525SC,BH525SC,0,0.1429,1.0,52.4
BW697AW.jpg,BW697AW,69,0,0.7143,1.0,57.9
BW801XX.jpg,BW801XX,BMW801XX,0,0.1429,1.0,53.6
BW801XX_1.jpg,BW801XX,BW801XX69,0,0.2857,1.0,54.4
BW802TY.jpg,BW802TY,AW802YZ,0,0.4286,1.0,53.2
BW982GB.jpg,BW982GB,BH982GB,0,0.1429,1.0,52.8
BX163DR.jpg,BX163DR,BX1630R5,0,0.2857,1.0,55.9
BX337MW.jpg,BX337MW,8X337MW,0,0.1429,1.0,53.5
BX683MR.jpg,BX683MR,BXF688JB,0,0.5714,1.0,52.8
BY001VX.jpg,BY001VX,BYP001VX,0,0.1429,1.0,52.1
BY014BH.jpg,BY014BH,BY014BH,1,0.0,0.0,52.5
BY118VC.jpg,BY118VC,BY118VC,1,0.0,0.0,52.2
BY301MO.jpg,BY301MO,BY301MD,0,0.1429,1.0,52.1
BY311DJ.jpg,BY311DJ,BYP3701,0,0.7143,1.0,54.4
BY710SJ.jpg,BY710SJ,87Y710SK,0,0.4286,1.0,53.0
BY731VY.jpg,BY731VY,8YCDOT731DIVYX,0,1.1429,1.0,67.2
BY892EE.jpg,BY892EE,B892EE,0,0.1429,1.0,53.1
